"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Eastford School District","","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2014-2015","Eligible For Free Lunch","Other Count","Number","-6666"
"Eastford School District","","2014-2015","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Eastford School District","","2014-2015","Not Eligible For Lunch","Other Count","Number","-6666"
"Eastford School District","","2014-2015","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2014-2015","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2014-2015","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2015-2016","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2015-2016","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2015-2016","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2015-2016","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2015-2016","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2015-2016","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2015-2016","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2015-2016","Eligible For Free Lunch","Other Count","Number","-6666"
"Eastford School District","","2015-2016","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Eastford School District","","2015-2016","Not Eligible For Lunch","Other Count","Number","-6666"
"Eastford School District","","2015-2016","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2015-2016","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2015-2016","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2016-2017","Eligible For Free Lunch","Other Count","Number","-6666"
"Eastford School District","","2016-2017","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Eastford School District","","2016-2017","Not Eligible For Lunch","Other Count","Number","-6666"
"Eastford School District","","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2016-2017","Not Eligible For Lunch","Other Rate","Percent","-6666"
"East Granby School District","","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"East Granby School District","","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"East Granby School District","900322070","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","76"
"East Granby School District","","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"East Granby School District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"East Granby School District","900322070","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","73"
"East Granby School District","","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"East Granby School District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"East Granby School District","900322070","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","96.1"
"East Granby School District","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"East Granby School District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"East Granby School District","900322070","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"East Granby School District","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"East Granby School District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"East Granby School District","900322070","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"East Granby School District","","2010-2011","Eligible For Free Lunch","Other Count","Number","-6666"
"East Granby School District","","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-6666"
"East Granby School District","900322070","2010-2011","Not Eligible For Lunch","Other Count","Number","-9999"
"East Granby School District","","2010-2011","Eligible For Free Lunch","Other Rate","Percent","-6666"
"East Granby School District","","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"East Granby School District","900322070","2010-2011","Not Eligible For Lunch","Other Rate","Percent","-9999"
"East Granby School District","900322070","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"East Granby School District","","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"East Granby School District","900322070","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","-9999"
"East Granby School District","900322070","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"East Granby School District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"East Granby School District","900322070","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"East Granby School District","900322070","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"East Granby School District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"East Granby School District","900322070","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"East Granby School District","900322070","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"East Granby School District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"East Granby School District","900322070","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"East Granby School District","900322070","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"East Granby School District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"East Granby School District","900322070","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"East Granby School District","900322070","2011-2012","Eligible For Free Lunch","Other Count","Number","-9999"
"East Granby School District","","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-6666"
"East Granby School District","900322070","2011-2012","Not Eligible For Lunch","Other Count","Number","-9999"
"East Granby School District","900322070","2011-2012","Eligible For Free Lunch","Other Rate","Percent","-9999"
"East Granby School District","","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"East Granby School District","900322070","2011-2012","Not Eligible For Lunch","Other Rate","Percent","-9999"
"East Granby School District","900322070","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"East Granby School District","","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"East Granby School District","900322070","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","-9999"
"East Granby School District","900322070","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"East Granby School District","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"East Granby School District","900322070","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"East Granby School District","900322070","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
